,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
846,Instabase,$1B,2019-10-21,Data management & analytics,San Francisco,United States,North America,2015,$132M,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",1000000000,132000000,"['New Enterprise Associates', ' Greylock Partners', ' Andreessen Horowitz']"
847,Jiuxian,$1B,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",1000000000,250000000,"['Sequoia Capital China', ' Rich Land Capital', ' Merrysunny Wealth']"
848,Matrixport,$1B,2021-06-01,Fintech,Unknown,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global",1000000000,100000000,"['Dragonfly Captial', ' Qiming Venture Partners', ' DST Global']"
849,Mixpanel,$1B,2021-11-15,Internet software & services,San Francisco,United States,North America,2009,$277M,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",1000000000,277000000,"['Bain Capital Tech Opportunities', ' Andreessen Horowitz', ' Sequoia Capital']"
850,Sendbird,$1B,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management",1000000000,221000000,"['FundersClub', ' Y Combinator', ' Tiger Global Management']"
851,OrCam Technologies,$1B,2018-02-20,Artificial Intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital",1000000000,86000000,"['Intel Capital', ' Aviv Venture Capital']"
852,Leap Motor,$1B,2018-11-20,Auto & transportation,Hangzhou,China,Asia,2015,$1B,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",1000000000,1000000000,"['Sequoia Capital China', ' Gopher Asset Management', ' Shanghai Electric Group']"
853,1KMXC,$1B,2021-08-30,Hardware,Hangzhou,China,Asia,2014,$86M,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",1000000000,86000000,"['Goldman Sachs Asset Management', ' SDP Investment', ' Alibaba Group']"
854,58 Daojia,$1B,2015-10-12,Internet software & services,Beijing,China,Asia,2014,$300M,"KKR, Alibaba Group, Ping An Insurance",1000000000,300000000,"['KKR', ' Alibaba Group', ' Ping An Insurance']"
855,Agile Robots,$1B,2021-09-09,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",1000000000,240000000,"['Hillhouse Capital Management', ' Sequoia Capital China', ' Linear Venture']"
856,Aibee,$1B,2021-04-13,Artificial Intelligence,Beijing,China,Asia,2017,$273M,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",1000000000,273000000,"['Sequoia Capital China', ' Lenovo Capital and Incubator', ' Group GSR Ventures']"
857,Aircall,$1B,2021-06-23,Internet software & services,New York,United States,North America,2014,$226M,"Balderton Capital, Next World Capital, Draper Esprit",1000000000,226000000,"['Balderton Capital', ' Next World Capital', ' Draper Esprit']"
858,Ajaib,$1B,2021-10-04,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",1000000000,245000000,"['Softbank Ventures Asia', ' Alpha JWC Ventures', ' Insignia Ventures Partners']"
859,Alto Pharmacy,$1B,2020-01-30,Health,San Francisco,United States,North America,2015,$524M,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",1000000000,524000000,"['Jackson Square Ventures', ' Greenoaks Capital Management', ' Softbank Group']"
860,Amagi,$1B,2022-03-16,Internet software & services,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners",1000000000,240000000,"['Mayfield', ' Accel', ' Norwest Venture Partners']"
861,Amount,$1B,2021-05-17,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group",1000000000,243000000,"['Invus Group', ' Hanaco Venture Capital', ' WestCap Group']"
862,Amperity,$1B,2021-07-13,Artificial Intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",1000000000,187000000,"['Madrona Venture Group', ' Tiger Global Management', ' Madera Technology Partners']"
863,Anyscale,$1B,2021-12-07,Artificial Intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital",1000000000,160000000,"['Andreessen Horowitz', ' Intel Capital', ' Foundation Capital']"
864,Aptos,$1B,2022-03-15,Internet software & services,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1000000000,200000000,"['Andreessen Horowitz', ' Coinbase Ventures', ' Tiger Global Management']"
865,Aqua Security,$1B,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12",1000000000,265000000,"['TLV Partners', ' Lightspeed Venture Partners', ' M12']"
866,Assembly,$1B,2021-09-21,Internet software & services,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners",1000000000,0,"['Advent International', ' PSG', ' Providence Equity Partners']"
867,Assent,$1B,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",1000000000,534000000,"['Vista Equity Partners', ' Warburg Pincus', ' First Ascent Ventures']"
868,Augury,$1B,2021-10-26,Artificial Intelligence,New York,United States,North America,2011,$294M,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",1000000000,294000000,"['Lerer Hippeau', ' Munich Re Ventures', ' Eclipse Ventures']"
869,Axelar,$1B,2022-02-15,Internet software & services,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital",1000000000,64000000,"['Lemniscap VC', ' North Island Ventures', ' Polychain Capital']"
870,Axiom Space,$1B,2021-02-16,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective",1000000000,150000000,"['C5 Capital', ' Hemisphere Ventures', ' The Venture Collective']"
871,Banma Network Technologies,$1B,2018-09-13,Auto & transportation,Shanghai,China,Asia,2015,$697M,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",1000000000,697000000,"['Yunfeng Capital', ' SDIC Innovation Investment Management', ' Shang Qi Capital']"
872,BeiBei,$1B,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,"Banyan Capital, New Horizon Capital, IDG Capital Partners",1000000000,224000000,"['Banyan Capital', ' New Horizon Capital', ' IDG Capital Partners']"
873,BenevolentAI,$1B,2015-06-02,Artificial Intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,1000000000,292000000,['Woodford Investment Management']
874,Berlin Brands Group,$1B,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital",1000000000,800000000,"['Ardian', ' Bain Capital']"
875,Betterfly,$1B,2022-02-01,Artificial Intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor",1000000000,205000000,"['QED Investors', ' DST Global', ' Endeavor']"
876,BitFury,$1B,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1000000000,170000000,"['Georgian Co-Investment Fund', ' iTech Capital', ' Galaxy Digital']"
877,BlackBuck,$1B,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation",1000000000,352000000,"['Accel', ' Sands Capital', ' International Finance Corporation']"
878,Bluecore,$1B,2021-08-05,Artificial Intelligence,New York,United States,North America,2013,$238M,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",1000000000,238000000,"['FirstMark Capital', ' Georgian Partners', ' Norwest Venture Partners']"
879,BlueVoyant,$1B,2022-02-23,Cybersecurity,New York,United States,North America,2017,$526M,"8VC, Liberty Strategic Capital, Eden Global Partners",1000000000,526000000,"['8VC', ' Liberty Strategic Capital', ' Eden Global Partners']"
880,bolttech,$1B,2021-07-01,Fintech,Unknown,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital",1000000000,210000000,"['Mundi Ventures', ' Doqling Capital Partners', ' Activant Capital']"
881,Boom Supersonic,$1B,2020-12-16,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator",1000000000,241000000,"['WRVI Capital', ' Caffeinated Capital', ' Y Combinator']"
882,Bringg,$1B,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures",1000000000,185000000,"['Salesforce Ventures', ' next47', ' Pereg Ventures']"
883,C2FO,$1B,2019-08-07,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",1000000000,538000000,"['Union Square Ventures', ' Summerhill Venture Partners', ' Mithril Capital Management']"
884,Cadence,$1B,2021-12-14,Health,New York,United States,North America,2020,$141M,"Thrive Capital, General Catalyst, Coatue Management",1000000000,141000000,"['Thrive Capital', ' General Catalyst', ' Coatue Management']"
885,CAIS,$1B,2022-01-11,Fintech,New York,United States,North America,2009,$406M,"Franklin Templeton, Motive Partners, Apollo Global Management",1000000000,406000000,"['Franklin Templeton', ' Motive Partners', ' Apollo Global Management']"
886,Cameo,$1B,2021-03-30,Internet software & services,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",1000000000,165000000,"['Lightspeed Venture Partners', ' Kleiner Perkins Caufield & Byers', ' Origin Ventures']"
887,Capsule,$1B,2021-04-28,Health,New York,United States,North America,2016,$570M,"Thrive Capital, Durable Capital Partners, G Squared",1000000000,570000000,"['Thrive Capital', ' Durable Capital Partners', ' G Squared']"
888,CargoX,$1B,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group",1000000000,390000000,"['Valor Capital Group', ' Lightrock', ' Softbank Group']"
889,Carro,$1B,2021-06-14,E-commerce & direct-to-consumer,Unknown,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",1000000000,595000000,"['SingTel Innov8', ' Alpha JWC Ventures', ' Golden Gate Ventures']"
890,Carson Group,$1B,2021-07-14,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,1000000000,0,['Bain Capital']
891,CHEQ,$1B,2022-02-22,Cybersecurity,New York,United States,North America,2014,$182M,"Battery Ventures, Tiger Global Management, Hanaco Ventures",1000000000,182000000,"['Battery Ventures', ' Tiger Global Management', ' Hanaco Ventures']"
892,Chronosphere,$1B,2021-10-07,Data management & analytics,New York,United States,North America,2019,$254M,"Greylock Partners, Lux Capital, General Atlantic",1000000000,254000000,"['Greylock Partners', ' Lux Capital', ' General Atlantic']"
893,Cider,$1B,2021-09-02,E-commerce & direct-to-consumer,Unknown,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital",1000000000,140000000,"['Andreessen Horowitz', ' DST Global', ' IDG Capital']"
894,Clara,$1B,2021-12-06,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+",1000000000,109000000,"['DST Global', ' General Catalyst', ' Monashees+']"
895,Clearcover,$1B,2021-04-13,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures",1000000000,305000000,"['American Family Ventures', ' Cox Enterprises', ' OMERS Ventures']"
896,CommerceIQ,$1B,2022-03-21,Artificial Intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",1000000000,196000000,"['Trinity Ventures', ' Madrona Venture Group', ' Shasta Ventures']"
897,Contrast Security,$1B,2021-11-09,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12",1000000000,269000000,"['Acero Capital', ' General Catalyst', ' M12']"
898,Darwinbox,$1B,2022-01-25,Internet software & services,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",1000000000,107000000,"['Lightspeed India Partners', ' Sequoia Capital India', ' Endiya Partners']"
899,Dental Monitoring,$1B,2021-10-21,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann",1000000000,232000000,"['Vitruvian Partners', ' Merieux Equity Partners', ' Straumann']"
900,DianRong,$1B,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,"Standard Chartered, FinSight Ventures, Affirma Capital",1000000000,549000000,"['Standard Chartered', ' FinSight Ventures', ' Affirma Capital']"
901,Drata,$1B,2021-11-08,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital",1000000000,128000000,"['Cowboy Ventures', ' Leaders Fund', ' GGV Capital']"
902,DriveNets,$1B,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",1000000000,325000000,"['Bessemer Venture Partners', ' Pitango Venture Capital', ' D1 Capital Partners']"
903,Dune Analytics,$1B,2022-02-02,Data management & analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",1000000000,79000000,"['Multicoin Capital', ' Coatue Management', ' Dragonfly Capital Partners']"
904,Dxy.cn,$1B,2018-04-10,Health,Hangzhou,China,Asia,2000,$682M,"Tencent Holdings, DCM Ventures",1000000000,682000000,"['Tencent Holdings', ' DCM Ventures']"
905,EBANX,$1B,2019-10-16,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor",1000000000,460000000,"['FTV Capital', ' Endeavor']"
906,EcoFlow,$1B,2021-06-10,Hardware,Shenzhen,China,Asia,2017,$105M,"Delian Capital, China International Capital Corporation, Sequoia Capital China",1000000000,105000000,"['Delian Capital', ' China International Capital Corporation', ' Sequoia Capital China']"
907,Electric,$1B,2022-03-29,Cybersecurity,New York,United States,North America,2016,$209M,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",1000000000,209000000,"['Primary Venture Partners', ' Bessemer Venture Partners', ' Harmonic Growth Partners']"
908,Emerging Markets Property Group,$1B,2020-04-28,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds",1000000000,279000000,"['OLX Group', ' KCK Group', ' EXOR Seeds']"
909,Esusu,$1B,2022-01-27,Fintech,New York,United States,North America,2015,$145M,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",1000000000,145000000,"['Next Play Ventures', ' Zeal Capital Partners', ' SoftBank Group']"
910,Evidation,$1B,2021-03-22,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures",1000000000,259000000,"['B Capital Group', '', ' GE Ventures', ' McKesson Ventures']"
911,Expel,$1B,2021-11-18,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners",1000000000,258000000,"['Paladin Capital Group', ' Greycroft', ' Scale Venture Partners']"
912,Fabric,$1B,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,"Innovation Endeavors, Aleph, Temasek",1000000000,294000000,"['Innovation Endeavors', ' Aleph', ' Temasek']"
913,Feedzai,$1B,2021-03-24,Artificial Intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft",1000000000,277000000,"['Global Founders Capital', ' Shea Ventures', ' Greycroft']"
914,Fever Labs,$1B,2022-01-26,Internet software & services,New York,United States,North America,2012,$299M,"Accel, 14W, GS Growth",1000000000,299000000,"['Accel', ' 14W', ' GS Growth']"
915,Fiture,$1B,2021-04-14,Health,Chengdu,China,Asia,2019,$391M,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",1000000000,391000000,"['Bertelsmann Asia Investments', ' Sequoia Capital China', ' NIO Capital']"
916,FLASH,$1B,2022-03-16,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners",1000000000,314000000,"['L Catterton', ' Trellis Partners', ' Vista Equity Partners']"
917,Flash Express,$1B,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital",1000000000,350000000,"['SCB 10X', ' Krungsri Finnovate', ' eWTP Capital']"
918,FlashEx,$1B,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,"Prometheus Capital, Matrix Partners China, JD Capital Management",1000000000,359000000,"['Prometheus Capital', ' Matrix Partners China', ' JD Capital Management']"
919,Fractal Analytics,$1B,2022-01-05,Data management & analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates",1000000000,685000000,"['TPG Capital', ' Apax Partners', ' TA Associates']"
920,Freshbooks,$1B,2021-08-10,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners",1000000000,156000000,"['Accomplice', ' Oak Investment Partners', ' Georgian Partners']"
921,FXiaoKe,$1B,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,"IDG Capital, Northern Light Venture Capital, DCM Ventures",1000000000,283000000,"['IDG Capital', ' Northern Light Venture Capital', ' DCM Ventures']"
922,Gauntlet Networks,$1B,2022-03-07,Fintech,New York,United States,North America,2018,$45M,"Polychain Capital, Paradigm, Ribbit Capital",1000000000,45000000,"['Polychain Capital', ' Paradigm', ' Ribbit Capital']"
923,Geek+,$1B,2018-11-21,Hardware,Beijing,China,Asia,2015,$439M,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",1000000000,439000000,"['Volcanics Ventures', ' Vertex Ventures China', ' Warburg Pincus']"
924,Gelato,$1B,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock",1000000000,269000000,"['Greylock Partners', ' Google Ventures', ' BlackRock']"
925,Glia,$1B,2022-03-21,Fintech,New York,United States,North America,2012,$152M,"Wildcat Capital Management, Insight Partners, Tola Capital",1000000000,152000000,"['Wildcat Capital Management', ' Insight Partners', ' Tola Capital']"
926,GO1,$1B,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK",1000000000,284000000,"['Y Combinator', ' M12', ' SEEK']"
927,Groq,$1B,2021-04-14,Artificial Intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners",1000000000,362000000,"['TDK Ventures', ' Social Capital', ' D1 Capital Partners']"
928,Hailo,$1B,2021-10-12,Artificial Intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility",1000000000,221000000,"['Glory Ventures', ' Maniv Mobility']"
929,Haomao.AI,$1B,2021-12-22,Artificial Intelligence,Beijing,China,Asia,2019,$157M,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",1000000000,157000000,"['Qualcomm Ventures', ' Nine Intelligence Capital', ' Hillhouse Capital Management']"
930,Hasura,$1B,2022-02-22,Internet software & services,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE",1000000000,137000000,"['Nexus Venture Partners', ' Vertex Ventures', ' STRIVE']"
931,HAYDON,$1B,2021-09-24,Consumer & retail,Shanghai,China,Asia,2020,$100M,"Tencent Holdings, Hillhouse Capital Management",1000000000,100000000,"['Tencent Holdings', ' Hillhouse Capital Management']"
932,Heyday,$1B,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital",1000000000,800000000,"['Khosla Ventures', 'General Catalyst', ' Victory Park Capital']"
933,HMD Global,$1B,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,1000000000,330000000,['Ginko Ventures']
934,Hotmart,$1B,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",1000000000,127000000,"['Technology Crossover Ventures', ' Alkeon Capital Management', ' General Atlantic']"
935,Huike Group,$1B,2018-05-24,Edtech,Beijing,China,Asia,2010,$302M,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",1000000000,302000000,"['Fosun RZ Capital', ' Oceanwide Holdings', ' Shenzhen Qianhe Capital Management Co.']"
936,Human Interest,$1B,2021-08-04,Fintech,San Francisco,United States,North America,2015,$337M,"Wing Venture Capital, Slow Ventures, Uncork Capital",1000000000,337000000,"['Wing Venture Capital', ' Slow Ventures', ' Uncork Capital']"
937,Ibotta,$1B,2019-08-06,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",1000000000,93000000,"['Koch Disruptive Technologies', ' Teamworthy Ventures', ' GGV Capital']"
938,iCarbonX,$1B,2016-04-12,Artificial Intelligence,Shenzhen,China,Asia,2015,$200M,"Tencent, Vcanbio",1000000000,200000000,"['Tencent', ' Vcanbio']"
939,iFood,$1B,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers",1000000000,592000000,"['Movile', ' Just Eat', ' Naspers']"
940,InFarm,$1B,2021-12-16,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital",1000000000,600000000,"['Atomico', ' Hanaco Venture Capital', ' TriplePoint Capital']"
941,Infobip,$1B,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,1000000000,200000000,['One Equity Partners']
942,Injective Protocol,$1B,2021-04-20,Fintech,New York,United States,North America,2018,$17M,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1000000000,17000000,"['Pantera Capital', ' Cadenza Ventures', ' BlockTower Capital']"
943,Intellifusion,$1B,2019-03-22,Artificial Intelligence,Shenzhen,China,Asia,2014,$173M,"BOC International, TopoScend Capital, Hongxiu VC",1000000000,173000000,"['BOC International', ' TopoScend Capital', ' Hongxiu VC']"
944,Interos,$1B,2021-07-22,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",1000000000,135000000,"['Kleiner Perkins Caufield & Byers', ' NightDragon Security', ' Venrock']"
945,Iodine Software,$1B,2021-12-01,Data management & analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",1000000000,0,"['Advent International', ' Bain Capital Ventures', ' Silversmith Capital Partners']"
946,JoyTunes,$1B,2021-06-21,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners",1000000000,92000000,"['Genesis Partners', ' Aleph', ' Insight Partners']"
947,Kendra Scott,$1B,2016-12-21,Consumer & retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners",1000000000,0,"['Berkshire Partners', ' Norwest Venture Partners']"
948,Kitopi,$1B,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar",1000000000,504000000,"['CE-Ventures', ' BECO Capital', ' Nordstar']"
949,KnowBox,$1B,2019-05-30,Edtech,Beijing,China,Asia,2014,$306M,"TAL Education Group, Legend Star, Alibaba Group",1000000000,306000000,"['TAL Education Group', ' Legend Star', ' Alibaba Group']"
950,Kopi Kenangan,$1B,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",1000000000,333000000,"['Horizons Ventures', ' Sequoia Capital India', ' Alpha JWC Ventures']"
951,Lamabang,$1B,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,"5Y Capital, Matrix Partners China, K2VC",1000000000,130000000,"['5Y Capital', ' Matrix Partners China', ' K2VC']"
952,LayerZero Labs,$1B,2022-03-30,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1000000000,143000000,"['Andreessen Horowitz', ' FTX Ventures', ' Tiger Global Management']"
953,Lessen,$1B,2021-11-30,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",1000000000,205000000,"['Khosla Ventures', ' General Catalyst', ' Navitas Capital']"
954,LetsGetChecked,$1B,2021-06-07,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1000000000,263000000,"['Optum Ventures', ' Qiming Venture Partners', ' Transformation Capital']"
955,Licious,$1B,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",1000000000,489000000,"['3one4 Capital Partners', ' Bertelsmann India Investments', ' Vertex Ventures SE Asia']"
956,LinkDoc Technology,$1B,2018-07-05,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates",1000000000,253000000,"['China Investment Corporation', ' New Enterprise Associates']"
957,Locus Robotics,$1B,2021-02-17,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",1000000000,299000000,"['Scale Venture Partners', ' Bond', ' Tiger Global Management']"
958,Lookout,$1B,2013-10-10,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital",1000000000,282000000,"['Accel Partners', ' Greylock Partners', ' Lowercase Capital']"
959,Lydia,$1B,2021-12-08,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",1000000000,263000000,"['NewAlpha', ' XAnge Private Equity', ' Tencent Holdings']"
960,MadeiraMadeira,$1B,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",1000000000,336000000,"['Flybridge Capital Partners', ' SoftBank Group', ' Monashees+']"
961,Maimai,$1B,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures",1000000000,300000000,"['Morningside Venture Capital', ' IDG Capital', ' DCM Ventures']"
962,Mammoth Biosciences,$1B,2021-09-09,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",1000000000,265000000,"['NFX', ' Plum Alley', ' Mayfield']"
963,Masterworks,$1B,2021-10-05,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1000000000,110000000,"['Left Lane Capital', ' Galaxy Interactive', ' Tru Arrow Partners']"
964,Maven Clinic,$1B,2021-08-17,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1000000000,202000000,"['Female Founders Fund', ' Oak HC/FT Partners', ' Sequoia Capital']"
965,MediaMath,$1B,2018-07-10,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund",1000000000,325000000,"['Silicon Valley Bank', ' QED Investors', ' European Founders Fund']"
966,Meero,$1B,2019-06-18,Artificial Intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",1000000000,293000000,"['Aglae Ventures', ' Global Founders Capital', ' Alven Capital']"
967,Mensa Brands,$1B,2021-11-16,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",1000000000,218000000,"['Accel', ' Falcon Edge Capital', ' Norwest Venture Partners']"
